Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Sr.Data Scientist/Computer Scientist,$87K-$118K (Glassdoor est.),"MITRE is a trusted operator of federally funded research and development centers and we're on a mission to make the world a safer place-for all of humanity, today and in the future. To deliver on our mission, we need the world’s best talent and leaders-groundbreakers and partnership-builders on a global scale in areas like healthcare, artificial intelligence, critical infrastructure resiliency, pandemic management, and cybersecurity.

In return, we have the privilege of backing you with thousands of technical experts in diverse fields, a culture of innovation and knowledge sharing, access to data and resources uniquely available to MITRE through our wide-ranging partnerships across government, industry and academia.

MITRE performs leading-edge research
and development toward transformational solutions to our world’s most challenging
problems. Our Center for Advanced Aviation Systems Development is a
Federally-Funded Research and Development Center (FFRDC) established to serve
as strategic partners to the federal government and various aviation groups
around the world. Our engineers, analysts, technical and operational experts
team to solve problems in the public interest that improve the safety and
efficiency of the airspace system in the U.S. and abroad.

The Airport & Airspace Analysis,
Modeling, and Design department is seeking an early career / highly qualified [A1] Data Scientist/Computer Scientist
that will apply data analytics, machine learning / deep learning, and natural
language processing to work with the FAA and
international customers identify and address aviation safety risks.

The candidate will
be responsible for:
Leveraging
Artificial Intelligence (AI)/Machine
Learning (ML) techniques and solutions to identify and predict aviation safety risks
Conducting
quantitative data analysis using a variety of datasets, including developing
retrieval, processing, analysis, and visualization of various datasets
Collaborating
with government organizations, academia, and industry to encourage innovation
in aviation safety analysis
Develop and
prototype ML algorithms and software tools.
Adapting
current research and work in the AI/ML industry for application to the aviation
safety problem space.
Enhancing
and maintaining current analysis tools, including automation of current
processes using AI/ML algorithms.
Basic Qualifications:
Bachelor’s
Degree in Data Science, Computer Science or related field
3-5 years work experience using data science techniques, including machine
learning, deep learning, statistical modeling, text mining and data visualization
Experience
with programming languages such as Python, Java, or other languages for
prototyping/testing algorithms
Strong
written and verbal communication skills
Ability to
work both independently and with a team

Preferred
Qualifications:
Advanced
degree in related field of study
Practical
experience with statistical analysis
Experience
with text mining tools and techniques including in areas of summarization,
search, and entity extraction.
Understanding
of Big Data tools (e.g. Hadoop, Spark)
Ability to
foster relationship with sponsors",3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
"Software Developer, Full Stack",$87K-$118K (Glassdoor est.),"Company Description

MindPoint Group has been focused on Cybersecurity consulting since its inception. We are the trusted cybersecurity advisors to key government and commercial decision-makers. MindPoint Group supports security operations for the most security-conscious organizations in the world, and we design and implement innovative security solutions to defend against today’s risks, and tomorrow’s potential attacks.

We believe that helping organizations operate from the best security posture possible requires automation. We believe that empowering our employees to excel and providing them with the means to do so enables MindPoint Group to consistently exceed our clients’ expectations.

Unlike many IT consultancies, we’re not a body shop. Our client engagements are challenging and growth-oriented. Our relationship with you is for the long run because in this business, your success is our success. That’s why we treat investments in employees as investments in the company itself, which is why we offer fantastic benefits (healthcare, generous PTO, paid maternity and paternity leave, and tuition reimbursement to name a few).

But you’ll want to work here for reasons that can’t be written into an offer letter—the challenge, growth opportunities, and most important: the culture of a company that cares about you.

We are an established, profitable, and growing company that promises you the following:
A diverse organization.
A safe workplace with zero tolerance for discrimination and harassment of any kind.
A balanced work life. Seriously.
A flexible schedule.
A leadership team that is focused on your professional growth and development.
Job Description

We are looking for a senior software developer to participate in the development and maintenance of customer code for Cyber Missions. This person will provide top-level technical services to include, but are not limited to, agile development, system engineering, and software development. Candidates will actively contribute to cyber capabilities development and deployment to address emerging mission requirements. Perform in all three areas of development, integration and production deployment. Conduct technical research on software development tasks including automation prototyping and tool development.

Desired Skills:
Web application development (Django, Twisted, Flask)
Experience with Python Docker API
Experience in C#, .Net and/or C++
Ability to write complex queries using SQL and NoSQL statements
Rudimentary understanding of networking for programming over HTTP and/or TCP calls
Experience in Linux shell scripting and Windows Powershell
If this sounds like it piques your interest and you think you could help us out, send us an application. We'd love to hear from you!

Qualifications
Top Secret Clearance
BS in Computer Science, Software Engineering or Computer Engineering, or at least 10+ years of comparable industry experience.
8+ years of experience directly related to the following:
Python software development within virtual environments or containers
Development in Linux environments (Ubuntu, Debian)
Development with data in PostgreSQL or comparable relational database management system (RDBMS)
Development with Apache Thrift, Django REST, or comparable network-based API framework
6+ years of experience directly related to the following:
Lifecycle development of software systems using agile methodologies
Basic understanding of public/private cloud, especially AWS and VMware vSphere
Distributed batch and stream processing
Development with authentication technologies
Writing and maintaining automated unit test using any common unit test framework
Solid communication skills
Additional Information
All your information will be kept confidential according to EEO guidelines
Equal Opportunity Employer Veterans/Disabled",4.9,"MindPoint Group, LLC
4.9","Washington, DC","Alexandria, VA",51 to 200 employees,2009,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),"Coalfire, ManTech, Lockheed Martin"
Machine Learning Scientist,$87K-$118K (Glassdoor est.),"Veteran Owned Firm Seeking Cleared Machine Learning Engineers for Roles in Crystal City, Virginia

My name is Stephen Hrutka and I am the owner of a Veteran-owned firm in Washington, DC focused on Supply Chain, Strategic Sourcing, and Technical/Cleared Recruiting.

HRUCKUS helps other Veteran Owned businesses recruit for positions across the SBA, HHS, DARPA, and other cutting-edge R&D related defense agencies.

One of our newest Woman and Veteran-Owned clients is seeking Cleared Machine Learning Engineers to support a client in Crystal City, Virginia. The ideal candidate has at least 10 years of experience, holds a current DoD Secret Clearance, and can obtain a DoD Top Secret/SCI Clearance.

If this role is not a fit for you but you may know someone, I am glad to offer a referral bonus for any successful placements.

Thanks,

Stephen M. Hrutka
Principal Consultant
www.hruckus.com

Executive Summary: HRUCKUS is looking for a high performing candidate to fill a Machine Learning Engineer position supporting the nation's new initiative to coordinate the Artificial Intelligence and Machine Learning (AI/ML) efforts across the Department of Defense. This position requires an experienced person with demonstrated Machine Learning expertise, a high level of technical expertise, superior professional demeanor, and the ability to learn and accomplish a wide variety of day-to-day responsibilities that ensure program success.

Position Description: The AI/ML Developer will design and develop machine learning systems for a range of clients from a diverse DoD community, which may span everything from logistics (e.g. warehouse automation) to Tactical Edge specialized analysis and operational tools (e.g. real-time sensor data capture, modeling and analysis). The work will encompass everything from first-principles thinking through to the development and deployment of live systems and you will collaborate closely with other disciplines on the project team as well as the clients to ensure successful delivery of solutions that meet mission objectives, goals and useful outcomes.

Essential Functions:
Developing, testing, deploying and updating machine learning (ML) models trained on structured and unstructured (big) data sources in both on-premise and cloud-native environments.
Driving the incorporation of developed ML models and pipelines into production-level ML systems in both on-premise and cloud-based delivery models, by creating robust, scalable and well-engineered ML components that enable delivery convergence.
Collaborating with data engineers, data scientists and infrastructure engineers to develop and deploy data and model pipelines, applying ML and data science techniques in design distributed and large-scale processing systems.
Writing production-level, re-usable, interpretable code in R, Python, Java, C++, Scala, SQL, or other languages, while engaging in collaborative code reviews and providing technical feedback to improve existing ML model performance.
Performing AI research/engineering outreach to ensure best ML modeling practices are leveraged in AI solution design and product development, to include an understanding of AI technology maturity.
Coordinating science and technology (S&T) research and development (R&D), outreach, and engagement efforts to help advance sensitive ML capability development efforts via technical leadership of external ML contracts.
Demonstrating applied understanding of natural language processing (NLP), computer vision (CV), decision networks, neural networks, autonomous systems, and other ML-based regression and classification methodologies.
Working independently and in a collaborative, dynamic, cross-functional environment.
Position Required Qualifications:
PhD in Machine Learning, Computer Science, Software Engineering, Applied Mathematics, Operations Research, or related field with 1 year of experience, or a Master’s degree with proven experience of at least 5 years
Minimum of two applied and specialized certifications (e.g., Udacity AI/ML Engineer, Coursera Deep Learning)
Minimum of two complementary experience specialty areas outside ML (e.g., full stack developer, cloud architect)
Fluency in Python, R, C++, Java, or other similar programming language
Experience with multi-modality processing, deep neural networks, Gaussian processes, reinforcement learning, etc.
Understanding of applied autonomous systems and embodied intelligence (e.g., multi-agent systems)
Extensive knowledge of machine learning model evaluation metrics and best practices
Strong understanding of probability, statistics and mathematics (e.g., statistical learning theory, algorithms)
Experience working with cloud-based platforms and tools (AWS, Azure, GCP, etc.)
Experience working with web services (Redshift, DigitalOcean, etc.)
Experience working with distributed data and computing tools (Hadoop, Hive, Gurobi, MySQL, Spark, S3, etc.)
Experience working with distributed systems (Etcd, zookeeper, consul, etc.)
Experience working with messaging tools (Kafka, RabbitMQ, ZeroMQ, etc.)
Must be a US Citizen, hold a current DoD Secret Clearance, and can obtain a DoD Top Secret/SCI Clearance",5.0,"HRUCKUS
5.0","Crystal City, VA","Washington, DC",1 to 50 employees,2013,Company - Private,Consulting,Business Services,$1 to $5 million (USD),-1
Associate Software Developer,$87K-$118K (Glassdoor est.),"In this position, you will join a team of Software Engineers who are engaged in a large scale effort to design, develop, implement and support web based insurance applications. You will implement robust business applications to help us sell our insurance products, interact with our customers, communicate electronically with our agents. You will be expected to maintain awareness of internet trends, technologies and best practices. You must be adept at problem solving, workflow analysis, interpersonal relations, and have excellent oral/written communications skills. You must have the ability to direct others while promoting a spirit of partnership and collegiality across administrative and functional areas of the company. You will be expected to contribute with hands on development.

Actively participate as a member of the Plymouth Rock Application Development team in collaborating, conceiving and developing scalable, performant, secure solutions
Support and contribute to the improvement of the development process
Detail orientation - attention and desire to work on large data ""crunching"" projects.
Strong written and oral communication skills and a proven ability to communicate technical concepts to both technical and non-technical audiences.
Creative thinker with the ability to synthesize information from various sources and apply that information to concrete business problems.

Completed a bachelor’s degree in Computer Science or a related field.
Minimum 1-2 years of experience in Object-Oriented software design and development
Minimum 1 year development experience in Java/J2EE technologies
Self-motivated and directed, with the ability to effectively prioritize and execute tasks in a high-pressure environment
Analytical and problem-solving abilities, with keen attention to detail
Prior experience developing property & casualty applications a plus",3.3,"Plymouth Rock Assurance
3.3","Boston, MA","Boston, MA",1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),"Arbella Insurance, Safety Insurance"
Lead AI Data Scientist,$87K-$118K (Glassdoor est.),"Why choose between doing meaningful work and
having a fulfilling life? At MITRE, you can have both. That's because MITRE
people are committed to tackling our nation's toughest challenges—and we're
committed to the long-term well-being of our employees. MITRE is different from
most technology companies. We are a not-for-profit corporation chartered to
work for the public interest, with no commercial conflicts to influence what we
do. The Research & Development centers we operate for the government create
lasting impact in fields as diverse as cybersecurity, healthcare, aviation,
defense, and enterprise transformation. We're making a difference every
day—working for a safer, healthier, and more secure nation and world.

A chance to provide active support to our sponsor’s vital
national security mission and to build MITRE’s capabilities in the artificial
intelligence and machine learning arenas.
This is a technically focused role that in intended to grow to a
strategic leadership role crossing multiple sponsor organizations. The selected
candidate will have access to multiple datasets and will work with domain
experts to develop and implement computational analytics for information
discovery. Activities will run the full lifecycle
from data preparation through final presentation. This role requires the
ability to perform technical evaluation and selection of technologies and
alternatives, formulation of computational strategies and hands on
implementation with real world datasets. Activities may include in-depth
analysis of technology, planning and conducting experiments, prototypes and
simulations, producing assessments, and developing strategies for creating
repeatable workflows. The role also
requires the ability to communicate findings and impacts to a diverse audience,
including senior decision makers. This
is a strategic leadership role with the successful candidate also advising and
working to expand MITRE’s internal capabilities and programs in artificial
intelligence and machine learning.

Technical degree with experience in software engineering and
prototyping for analytics.

Minimum of 5 years of experience in a technical field,
including but not limited to: Computer Science, Data Science, Computational
Analytics, Informatics, or Machine Learning.

Experience with Python, R, and Jupyter Notebooks

Strong analytic,
inferencing, critical thinking, and creative problem-solving skills.

Self-starter with
ability to work alone and as part of a team.

Strong
communication skills and ability to explain technical concepts to non-technical
and senior decision-makers

Understanding of systems
engineering processes including requirements analysis

Current TS/SCI
clearance with polygraph
Desired Skills

Doctorate in computational
sciences or related field

Experience with data
wrangling for analytics and machine learning

Experience with
text analytics

Familiarity with
installing and configuring Anacondda, Tensorflow, and Keras

Experience with
cloud-based environments and other virtualization technologies

Current TS/SCI
clearance with polygraph

Due to the nature of the work and the immediacy of the need,
a mandatory requirement is an appropriate, active clearance (TS/SCI with
polygraph as accepted by the task sponsor) for the work program.",3.2,"MITRE
3.2","McLean, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC"
"Clinical Laboratory Scientist (CLS) - Full Time, Nights",$87K-$118K (Glassdoor est.),"Clinical Laboratory Scientist (CLS) - Full Time, Nights (Norwalk)
Company/Legal Entity


Alta Los Angeles Hospitals, Inc.

City


Norwalk

Shift


Nights

Apply Now



Clinical Laboratory Scientist (CLS) - Full Time, Nights (Norwalk)


We are hospitals and affiliated medical groups, working closely together for the benefit of every person who comes to us for care. We build comprehensive networks of quality healthcare services that are designed to offer our patients highly coordinated, personalized care and help them live healthier lives. Through collaboration, we strive to provide all of our patients and medical group members with the quality, affordable healthcare they need and deserve.

The Clinical Laboratory Scientist performs a variety of standardized and highly specialized analysis of tests in Chemistry, Immunology, Hematology, Coagulation, Urinalysis, Microbiology and/or Blood Bank. The Clinical Laboratory Scientist is responsible for the accuracy, reliability and timeliness of patient test results (pre-analytical, analytical and post-analytical) used for the diagnosis, management and treatment of patients. Provides support and facilitates communications by effectively navigating computer and phone systems, building and maintaining customer relationships, and providing a positive, professional and empathetic understanding to all customers.

Job Responsibilities/Duties
The CLS is responsible for performing laboratory testing, quality control measures, and distribution of test results of biological specimens in an accurate and timely manner. Adheres to the laboratory’s quality control policies; documents all quality control activities, instrument and procedural calibrations, and maintenance performed.
Actively participates in departmental process improvement. Adheres to turnaround time (TAT) guidelines for STAT and routine tests. Ensures Infection Control procedures, HIPAA compliance and other regulatory standards.
Empathizes with patient and patient support systems, expresses compassion and understanding for the situation and demonstrates care which is appropriate for the age, and cultural, religious, gender identity, or ethnic background. Engages in caring behaviors, taking conscious ownership for work and takes deliberate/thoughtful actions regarding how to best carry out interactions with the patient, families, physicians, and co-workers.
Identifies and troubleshoots issues that may adversely affect test performance or reporting of test results and either corrects the problems or immediately notifies the Director/Manager/Supervisor. Documents all corrective actions taken when test systems deviate from the laboratory’s established performance specifications.
Follows the laboratory’s procedures for handling and proper disposal of specimens, reagents, and biohazard waste. Accurately processes tests, reports, and maintains records of patient test results. Maintains records that demonstrate that proficiency testing samples are tested in the same manner as patient specimens.
Qualifications


Minimum Education: Bachelor’s Degree in Medical Technology/Clinical Laboratory Science/Biological Science or Equivalent required.

Minimum Experience: Ability to establish and maintain effective working relationships across the hospital required. Ability to maintain a work pace appropriate to the workload required. Excellent written and verbal communication skills in English required. Must be willing to work variable shifts and overtime as required. Must demonstrate customer service skills appropriate to the job required. Ability to identify and distinguish colors required. Experience with lab/hospital computer systems and software preferred. Applicable clinical lab work experience preferred. Bilingual skills to communicate effectively with patients and families preferred.

Req. Certification/Licensure: Current Licensure as a CLS License in the State of California required. Hospital Fire and Life Safety Card (Los Angeles City Employees only) required.

Employee Value Proposition


Prospect Medical Holdings, Inc., is guided by a diverse and highly experienced leadership core. This group maintains the vision that has made Prospect a needed difference-maker in the lives of so many patients today, and many executives contribute to our continued efforts. As a member of our highly effective team of professionals you will receive:
Company 401K
Medical, dental, vision insurance
Paid time-off
Life insurance
How to Apply


To apply for this role, or search our other openings, please visit http://pmh.com/careers/ and click on a location to begin your journey to a new career with us!

We are an Equal Opportunity/ Affirmative Action Employer and do not discriminate against applicants due to veteran status, disability, race, gender, gender identity, sexual orientation or other protected characteristics. If you need special accommodation for the application process, please contact Human Resources.

EEOC is the Law: https://www1.eeoc.gov/employers/poster.cfm

Keywords: Medical Laboratory Scientist, MLS, CLS, Clinical Laboratory Technician, Med Tech, Clinical Laboratory, Lab, Collecting Samples,",1.9,"Los Angeles Community Hospitals
1.9","Norwalk, CA","Los Angeles, CA",501 to 1000 employees,1996,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"Prime Healthcare Services, Dignity Health, Martin Luther King Jr Health Center"
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$68K-$102K (Glassdoor est.),"Join our Defense and Intelligence Solutions Division to pursue the exciting new area of developing the avionics applications and next generation of cyber threat detection capabilities for airborne platforms. Collaborate in a dynamic team environment, developing and testing software for various types of aircraft. Responsibilities and activities will include software development tasks primarily utilizing C/C++. The target platform will be high performance, fault tolerant applications on embedded platforms. Participate in requirements analysis, software design, coding, unit testing, integration, installation and maintenance. Develop new ideas and solve complex problems based on technical and domain experience. Work in teams as well as independently. Work at SwRI laboratories and short-term travel to government facilities / military bases or other customer facilities. Prepare technical documents and support proposal preparations as required. Work assignment is in San Antonio or Oklahoma City.


Education/Experience:


Requires a BS degree in Computer Science, Computer Engineering (must have focus in Computer Science) with 0-5 years of experience. Must have at least a 3.0 GPA. Must have experience or coursework with software development with emphasis on application development utilizing C/C++. Must have the basic knowledge of software development processes including an ability to analyze and translate requirements into an application design, implementation, unit and integration testing, software/hardware integration and software documentation. Exposure to embedded real-time application development as well as cyber detection will be considered. Experience with Python and/or Java desirable. Exposure to agile methodologies, software engineering practices, requirements analysis, software design are desirable. Must have excellent verbal and written communications skills; specially technical communication. Current DoD security clearance is highly desired. A valid/clear driver's license is required.


Special Considerations:


Applicant selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information. Applicant must be a U.S. citizen.

Job Locations: San Antonio, Texas | Oklahoma City, Oklahoma


For more information about this division, visit the Defense & Intelligence Solutions home page.

An Equal Employment Opportunity/Affirmative Action Employer
Race/Color/Religion/Sex/Sexual Orientation/Gender Identity/National Origin/Disabled/Veteran
Committed to Diversity in the Workplace",3.9,"Southwest Research Institute
3.9","Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International"
Advanced Computer Scientist,$68K-$102K (Glassdoor est.),"Advanced Computer Scientist

NSBU | Melbourne, FL, United States

Why Join Rincon Research Corporation (RRC)?

At Rincon Research Corporation, our primary business is innovating, developing, and fielding digital signal processing (DSP) products and services for the United States Defense and Intelligence Communities in support of national security.

Rincon Research Corporation seeks a candidate that has a detailed software and computer skillset but is interested in advanced signal processing applications.

Come join the team that is creating cutting edge signal processing, geolocation, and communication systems for the future!

What are the primary responsibilities in the Advanced Computer Scientist position?

Candidate will be responsible for developing within a heterogeneous software environment containing code in Python, MATLAB, C/C++ and Java. A strong CS background is needed and experience in cloud computing and machine learning are very desirable. Good communication skills, with ability to interact with remote co-workers and customers are required. Looking for people able to find creative and cutting-edge solutions for customer issues.

What required background will make you successful?
Degree in Computer Science, Electrical Engineering, or other equivalent field of discipline
Master’s degree and 5+ years applied and relevant experience or Bachelor’s degree and 7+ years’ experience
Demonstrated capability in scientific programming of high-level language such as C/C++on Unix/Linux platforms
Working knowledge of high level interpreted languages such as PYTHON and/or MATLAB
Experience with interfacing extensive C/C++ libraries within interpreted languages.
Ability to obtain and maintain TS/SCI security clearance
US CITIZENSHIP REQUIRED
Where is the position located?

This position is located at our Melbourne, FL office.

What benefits does RRC offer?
100% employer-paid premiums for family medical and dental insurance, employee life insurance, short-term and long-term disability (STD & LTD)
Flexible reimbursement spending accounts for medical expense and dependent care
Immediate participation and vesting in the company’s Employee Stock Ownership Plan (ESOP) and 401(k) Plan
Employer contributions to RRC’s ESOP
Employer matching contributions to the company’s 401( k) Plan
Employer discretionary contributions to the company’s 401(k) Plan
Rincon Research Corporation is an equal opportunity employer and considers qualified applicants for employment without regard to race, color, creed, religion, national origin, sex, sexual orientation, gender identity and expression, age, disability, veteran status, or any other protected factor.",4.2,"Rincon Research Corporation
4.2","Melbourne, FL","Tucson, AZ",201 to 500 employees,1983,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),"Raytheon Technologies, General Dynamics, MIT Lincoln Laboratory"
"Senior Software Engineer, Full Stack (Japanese Bilingual)",$68K-$102K (Glassdoor est.),"DOCOMO Innovations is a R&D arm of NTT DOCOMO in Silicon Valley. We are a cross-functional team focused on Wireless Communication, Network, Cloud and Services.

As the Senior Software Engineer, Full Stack, you must be an exceptional, hands-on engineer with an extensive scope of responsibilities deploying specialized integration capability in complex network environments from network to application. You will must possess a strong technical background that enables them to drive an engagement and interact at the highest levels of mobile telecom companies, as well as having the presence and wherewithal to easily communicate the benefits of cloud computing to the mobile network platform architects, infrastructure architects and engineers, and enterprise security and compliance teams.

BASIC QUALIFICATIONS:
- Must have over 7 years of experience with strong hands-on work experience from frontend to the backend.
Any client-side development experience over Web
Experience of smartphone application with a level of UI design is required.
Excellent knowledge of Java, Spring, REST, Linux and AWS cloud environments
Strong knowledge of Database development
Hands-on experience with DevOps technologies
Excellent communications with other team engineers, management and business partners.
Experience creating and maintaining technical documentation. Primary language is English

The Job Description is intended to be a general representation of the responsibilities and requirements of the job.
However, the description may not be all-inclusive, and responsibilities and requirements are subject to change.",-1,"DOCOMO Innovations, Inc.","Palo Alto, CA",-1,-1,-1,-1,-1,-1,-1,-1
Senior Data Scientist,$68K-$102K (Glassdoor est.),"Location: San Francisco, CA- United States
Job ID: 20WD38094

Position Overview
Autodesk is seeking a Senior Data Scientist to join our Data Platform & Insights organization. The organization is chartered with building innovative data products and analytics solutions for Autodesk’s strategy, product, marketing, sales and customer support teams. This critical data scientist role will help us make machine intelligence an integral part of how Autodesk makes decisions and designs and builds its products.

You will work alongside a product development team and apply data mining, analytics and machine learning methods to understanding how customers use, adopt and achieve successful outcomes with our products. The ideal candidate is a strong data scientist who thinks outside the box, is naturally curious, highly collaborative, and has a passion for tackling complex data-centric problems.

Responsibilities
Work on a variety of problems that seek to better understand how customers use their products and what drives deeper adoption and usage of products
Apply your quantitative analysis, data mining and machine learning expertise to building models that make sense of user needs, usage patterns, factors that drive deeper adoption and contribute to subscriber churn
Influence product development, strategy and roadmap prioritization
Design and implement machine learning pipelines that improve Autodesk’s evidence-based decision-making capabilities
Tackle complex problems requiring a creative mindset to find innovative and elegant solutions
Minimum Qualifications
BS/MS/PhD in the fields of: Mathematics, Physical Sciences, Statistics/Analytics, Computer Science, or other relevant fields
Experience working with relational SQL and/or NoSQL databases
Experience working with big data platforms (Hadoop, Spark, Hive)
Fluency with one or more programing language: Python, Java, Scala, etc.
Good understanding of CS fundamentals, e.g. algorithms and data structures
Experience in statistical programming tools such as R, Matlab, SAS, Python data science toolkits, etc.
Experience with data science toolkits like pandas, Jupyter, scikit, TensorFlow, etc.
Familiarity with Statistics concepts and analysis, e.g. hypothesis testing, regression, experimental design, etc.
Familiarity with Machine Learning techniques, e.g. classification, clustering, regularization, optimization, dimension reduction, etc.
Good communication skills and ability to explain complex topics to both technical and non-technical audience as well",4.0,"Autodesk
4.0","San Francisco, CA","San Rafael, CA",5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),-1
"Senior Software Engineer, Backend",$68K-$102K (Glassdoor est.),"Affirm is reinventing credit to make it more honest and friendly, giving consumers the flexibility to buy now and pay later without any hidden fees or compounding interest.

Affirm is staffing a full stack New Markets development team in New York City. True to the Affirm mission of delivering honest financial products that improve lives, the New Markets team is broadening Affirm’s impact by expanding into financial markets beyond retail lending in the US. This encompasses both new financial product types, such as savings accounts, as well as scaling our retail lending product internationally.

The team has several exciting projects to prove viability in new financial markets, with an eye towards scaling successful launches when they find traction. We are looking for full stack engineers of all levels to help us build, launch, and validate new products.
What You'll Do
You will lead the development of products for our merchant partners, our customers, or our finance, risk and operations teams
Collaborate with Product Management, Design, and Platform Engineering and other functional teams within Affirm to iterate and enhance our product offerings
Plan, design, communicate, and implement software systems with an eye towards robust, extensible architecture
Lead technical discussions and plans to improve our overall software quality
Develop technical specifications and decompose the specification into tasks and phases
Estimate project work effort and delivery, and create project roadmaps
Continuously raise the bar in terms of code quality, performance, and systems design
Collaborate with engineers across our SF and NYC offices.
At Affirm, ""People Come First"" is a core value and that’s why diversity and inclusion are vital to our priorities as an equal opportunity employer. You can learn more about our D&I efforts here.

By clicking ""Apply for this job,"" I acknowledge that I have read the Affirm Employment Privacy Policy, and hereby consent to the collection, processing, use, and storage of my personal information as described therein.",4.1,"Affirm
4.1","New York, NY","San Francisco, CA",501 to 1000 employees,2012,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1
Sr. Software Engineer (Backend),$68K-$102K (Glassdoor est.),"Company Description

The Kinetica Active Analytics Platform combines streaming and historical data with location intelligence and machine learning-powered analytics. Organizations across automotive, energy, telecommunications, retail, healthcare, financial services, and beyond leverage the platform’s GPU-accelerated computing power to build custom analytical applications that deliver immediate, dynamic insight. Kinetica has a rich partner ecosystem, including NVIDIA, Dell, HP, and IBM, and is privately held, backed by leading global venture capital firms Canvas Ventures, Citi Ventures, GreatPoint Ventures, and Meritech Capital Partners.

For more information and trial downloads, visit kinetica.com or follow us on LinkedIn and Twitter.

Job Description

Kinetica is looking for an exceptional mid-senior level backend software engineer to join our growing team of talented engineers. As a software engineer on our Ecosystem team, you will develop, enhance, and maintain end-user native API bindings, third party product connectors, and ETL tools.

Key responsibilities:
Collaborate with team members to design, write and maintain consistent and intuitive products -- native APIs (e.g. Python, Java, C++, JavaScript, C#), custom connectors (e.g. Spark, Kafka, NiFi, R), and ETL tools.
Provide strategic feedback on tooling landscape to help influence product direction.
Ensuring team objectives are reached in a consistent and timely manner.
Write comprehensive unit and end to end tests through the SDLC as well as collaborate with the QE team.
Qualifications
5+ years of proven development experience with Java and C++
Development experience in a Linux environment.
Experience working in an environment with Scrum/Agile methodology
Comfortable with various development tools (i.e. Git)
Ability to quickly learn new technologies, architectures and best practices
Bachelor in Computer Science or related technical discipline
Bonus Technical Skills:
Fullstack development using languages like Python, JS, NodeJS, C#, and R
Experience with developing integration components leveraging a third-party SDK (e.g. Spark, Kafka, NiFi).
Experience with Hadoop
Experience with build tooling ie. Docker, Kubernetes, etc.
Masters or Ph.D., Computer Science
Additional Information

All your information will be kept confidential according to EEO guidelines.",4.4,"Kinetica DB
4.4","Arlington, VA","San Francisco, CA",51 to 200 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
